name,thumb,link,description,img_link,,,,,,,,,,,,,,,,
DAYTUM,#NAME?,http://www.daytum.com/,"Whether you would like to tally an afternoon or a year, Daytum can help you collect and communicate the most important statistics in your life. From an up-to-the-moment personal dashboard, to a tabulation of an event, a home for sports scores, or as a corporate tool, the uses for Daytum may be limitless.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/Daytum-290x174.png,,,,,,,,,,,,,,,,
DECISIONPOINT,#NAME?,http://www.antivia.com/decisionpoint-excel/index.php,"You probably rely on Excel® for the day-to-day running of your business but perhaps, like many, you struggle to turn this data into a dashboard to share insights. Creating interactive dashboards in Excel® can be tedious, difficult, time-consuming and requires advanced product knowledge to get it right. DecisionPoint™ offers a much faster, easier way of creating stunning interactive dashboards against Excel® data. Simply select your data, choose your components and transform that dull block of Excel® data into real business insight as you work.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/DecisionPoint-290x176.png,,,,,,,,,,,,,,,,
DESIGN-SEEDS,#NAME?,http://design-seeds.com/index.php/search,"Design Seeds are meant to inspire... Find the palettes you love, searching by color value or theme",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Designseeds-290x174.png,,,,,,,,,,,,,,,,
DIMPLE,#NAME?,http://dimplejs.org/,The aim of dimple is to open up the power and flexibility of d3 to analysts. It aims to give a gentle learning curve and minimal code to achieve something productive. It also exposes the d3 objects so you can pick them up and run to create some really cool stuff.,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Dimple-290x174.png,,,,,,,,,,,,,,,,
DIPITY,#NAME?,http://www.dipity.com/,"Dipity is a free digital timeline website. Our mission is to organize the web's content by date and time. Users can create, share, embed and collaborate on interactive, visually engaging timelines that integrate video, audio, images, text, links, social media, location and timestamps.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Dipity-290x174.png,,,,,,,,,,,,,,,,
DIRT,#NAME?,http://dirtdirectory.org/,"The DiRT Directory is a registry of digital research tools for scholarly use. DiRT makes it easy for digital humanists and others conducting digital research to find and compare resources ranging from content management systems to music OCR, statistical analysis packages to mindmapping software.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/DiRT-290x174.png,,,,,,,,,,,,,,,,
DIVA-GIS,#NAME?,http://diva-gis.org/,"DIVA-GIS is a free computer program for mapping and geographic data analysis (a geographic information system (GIS). With DIVA-GIS you can make maps of the world, or of a very small area, using, for example, state boundaries, rivers, a satellite image, and the locations of sites where an animal species was observed. We also provide free spatial data for the whole world that you can use in DIVA-GIS or other programs.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/DIVA-290x174.png,,,,,,,,,,,,,,,,
DMI TOOL DATABASE,#NAME?,https://wiki.digitalmethods.net/Dmi/ToolDatabase,"A collection of specialist data gathering, handling and manipulating tools and utilities from the Digital Methods Initiative, reworking methods for Internet research since 2007.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/DMITools-290x174.png,,,,,,,,,,,,,,,,
DMTI SPATIAL,#NAME?,http://www.dmtispatial.com/,"When it comes to visualization, data quality is crucial. Location Hub® Viewer is the industry’s only cloud-based data visualization tool that automatically cleanses your data before displaying it on a map, providing you with a more accurate view of your business. When combined with DMTI Spatial’s robust data offering, you`ll increase efficiency, drive new revenue streams and improve business performance.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/DMTI-290x186.png,,,,,,,,,,,,,,,,
DOTSPOTTING,#NAME?,http://dotspotting.org/,"Dotspotting is the first project Stamen is releasing as part of Citytracking, a project funded by the Knight News Challenge, making tools to help people gather data about cities and make that data more legible.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Dotspotting-290x174.png,,,,,,,,,,,,,,,,
DUNDAS,#NAME?,http://www.dundas.com/dashboard/,"Dundas Dashboard brings together all of the tools you need to build meaningful, interactive and fully customized dashboards in one easy to use platform.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Dundas-290x174.png,,,,,,,,,,,,,,,,
E-SANKEY,#NAME?,http://www.e-sankey.com/en/,"e-Sankey is a powerful tool for drawing special process maps (known as Sankey diagrams): Visualize your cost, material and energy flows in your company. With Sankey diagrams you lay the foundations for taking the right decisions to improve efficiency and effectiveness of your processes.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/eSankey-290x174.png,,,,,,,,,,,,,,,,
EASELJS,#NAME?,http://www.createjs.com/#!/EaselJS,"EaselJS provides straight forward solutions for working with rich graphics and interactivity with HTML5 Canvas. It provides an API that is familiar to Flash developers, but embraces Javascript sensibilities. It consists of a full, hierarchical display list, a core interaction model, and helper classes to make working with Canvas much easier.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Easeljs-290x174.png,,,,,,,,,,,,,,,,
EASELLY,#NAME?,http://www.easel.ly/,"Easelly lets you create and share visual ideas online via 'vhemes', visual themes. Drag and drop a vheme onto your canvas for easy creation of your visual idea!",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Easelly-290x174.png,,,,,,,,,,,,,,,,
ENVISION,#NAME?,http://www.humblesoftware.com/envision,"Envision.js is a library for creating fast, dynamic and interactive HTML5 visualizations.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Envision-290x174.png,,,,,,,,,,,,,,,,
EVENTFLOW,#NAME?,http://www.cs.umd.edu/hcil/eventflow/,"EventFlow enables the visual analysis of temporal event sequences and advanced strategies for healthcare discovery. While Eventflow has been used in a variety of other application domains (cybersecurity, sports analytics, incident management etc.) the analysis of healthcare data has been our driving application domain.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/EventFlow-290x174.png,,,,,,,,,,,,,,,,
EVERY COLORBREWER SCALE,#NAME?,http://bl.ocks.org/mbostock/5577023,"A quick visual reference to every ColorBrewer scale; colors by Cynthia Brewer. Available in CSS and JS format, created by Mike Bostock",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/EveryColorBrewer-290x174.png,,,,,,,,,,,,,,,,
EXCEL,#NAME?,http://office.microsoft.com/en-us/excel/,"Microsoft Excel is the most popular spreadsheet tool in the world with over 400 million users and therefore the most accessible tool for conducting analysis and presenting data in graphical format. The package receives a great deal of justified criticism within the visualisation field for the poor defaults and inclusion of ‘bad practice’ visualisation options it provides but, in the right hands, it can be a very useful visualisation tool.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Excel1-290x174.png,,,,,,,,,,,,,,,,
FATFONTS,#NAME?,http://fatfonts.org/?page_id=68,"The FatFonts technique is based on a new type of numeric typeface designed for visualization purposes that bridge the gap between numeric and visual representations. FatFonts are based on Indo-arabic numerals but, unlike regular numeric typefaces, the amount of ink (dark pixels) used for each digit is proportional to its quantitative value. This enables accurate reading of the numerical data while preserving an overall visual context.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/FatFonts-290x174.png,,,,,,,,,,,,,,,,
FF CHARTWELL,#NAME?,https://www.fontfont.com/how-to-use-ff-chartwell,"FF Chartwell is a typeface for creating simple graphs. Driven by the frustration of creating graphs within design applications and inspired by typefaces such as FF Beowolf and __FF PicLig, designer Travis Kochel saw an opportunity to take advantage of OpenType technology to simplify the process. Using OpenType features, simple strings of numbers are automatically transformed into charts. The visualized data remains editable, allowing for hassle-free updates and styling.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/FFChartwell-290x174.png,,,,,,,,,,,,,,,,
FINEO,#NAME?,http://www.densitydesign.org/research/fineo/,"Fineo is a web application which implements a visualization technique based on the visual model of Sankey diagrams. Fineo was born from the idea that Sankey diagrams, although developed as a technique for visualizing continuous data, may be used to represent relations between dimensions of categorical data.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Fineo-290x174.png,,,,,,,,,,,,,,,,
FLOWMAP,#NAME?,http://graphics.stanford.edu/~dphan/code/flowmap/,"Flow Map is a program that generates flow maps and its source code. This is derived from the code that was described in the Flow Map Layout paper that appeared in Infovis 2005, by Doantam Phan, Ling Xiao, Ron Yeh, Terry Winograd, and Pat Hanrahan.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Flowmap-290x174.png,,,,,,,,,,,,,,,,
FOAMTREE,#NAME?,http://get.carrotsearch.com/foamtree/demo/,"FoamTree is a JavaScript tree map visualization with innovative layout algorithms and animations. Voronoi Treemaps are visually-pleasing and efficiently use the available space and with FoamTree you can customize the colors, fonts, borders, shadows and other aspects of FoamTree cells as well as create tens of rollout and pullback effects.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Foamtree-290x174.png,,,,,,,,,,,,,,,,
FORIO CONTOUR,#NAME?,http://forio.com/contour/index.html,"Forio Contour provides a core set of common visualizations that you can see in the gallery, and it's easy to extend if you want to add your own customizations. Plus, it's free and open source. Forio Contour uses the popular D3 engine and adds a set of intuitive abstractions so you can easily create graphs and charts.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Contour-290x174.png,,,,,,,,,,,,,,,,
FREESIGHT,#NAME?,http://www.freesightweb.com/,"FreeSight software completes tasks in minutes that would take hours, even days, using other tools. Data integration, cleaning, analysis and reporting, in a fraction of the time.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/FreeSight-290x172.png,,,,,,,,,,,,,,,,
FUSIONCHARTS,#NAME?,http://www.fusioncharts.com/,"FusionCharts is a JavaScript based charting library that offers a huge collection of 90+ charts and 1000+ maps. It is compatible with all browsers, and has a powerful API. It also offers dedicated plugins for working with popular JavaScript libraries and frameworks like jQuery, AngularJS, React etc.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/FusionCharts-290x174.png,,,,,,,,,,,,,,,,
GENERATEDATA,#NAME?,http://www.generatedata.com/,"Ever needed custom formatted sample / test data, like, bad? Well, that's the idea of this script. It's a free, open source tool written in JavaScript, PHP and MySQL that lets you quickly generate large volumes of custom data in a variety of formats for use in testing software, populating databases, and... so on and so forth.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2015/05/GenerateData-290x174.png,,,,,,,,,,,,,,,,
GEOCOMMONS,#NAME?,http://geocommons.com/,"GeoCommons enables everyone to create rich interactive visualisations to solve problems without any experience using traditional mapping tools. Map real-time social data and the over 50,000 open-source data sets in GeoCommons then share your interactive maps and analysis with others by embedding them in websites, blogs or sharing via Facebook or Twitter. API’s allow developers to enhance the scope of the GeoCommons visualisations. GeoIQ extends the functionality of GeoCommons by delivering advanced security, large enterprise data support and robust location analytics.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Geocommons-290x174.png,,,,,,,,,,,,,,,,
GEOTIME,#NAME?,http://geotime.com/,"This award-winning visual analysis tool places an emphasis on visual presentations, introducing new ways to visualize events over time, including the ability to run statistical functions on numerical attributes within your data.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Geotime-290x174.png,,,,,,,,,,,,,,,,
GEPHI,#NAME?,http://gephi.org/,"Gephi is an open-source, free interactive visualisation and exploration platform for all kinds of networks and complex systems, dynamic and hierarchical graphs. It claims to be “like Photoshop but for data”, allowing the user to interact with the data representation, manipulate structures, shapes and colours to reveal hidden properties.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Gephi-290x174.png,,,,,,,,,,,,,,,,
GETBULB,#NAME?,http://www.getbulb.com/,"GetBulb offers a wide range of easy to use tools to enable generation of report ready, accessible visualizations, that are both high quality and save considerable time. Simply Copy & Paste your Data into our Browser-based Application and visualise it immediately. GetBulb makes presenting complex data easy. We put big media data visualisation power into everyone’s hands.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/getbulb-290x174.png,,,,,,,,,,,,,,,,
GIMP,#NAME?,http://www.gimp.org/,"GIMP is the GNU Image Manipulation Program. It is a freely distributed piece of software for such tasks as photo retouching, image composition and image authoring. It works on many operating systems, in many languages.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Gimp-290x174.png,,,,,,,,,,,,,,,,
GNUPLOT,#NAME?,http://www.gnuplot.info/,"Gnuplot is a portable command-line driven graphing utility for Linux, OS/2, MS Windows, OSX, VMS, and many other platforms. The source code is copyrighted but freely distributed (i.e., you don't have to pay for it). It was originally created to allow scientists and students to visualize mathematical functions and data interactively, but has grown to support many non-interactive uses such as web scripting.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Gnuplot-290x174.png,,,,,,,,,,,,,,,,
GOOGLE CHART,#NAME?,https://developers.google.com/chart/,"Google Charts provides a perfect way to visualize data on your website. From simple line charts to complex hierarchical tree maps, the chart gallery provides a large number of ready-to-use chart types. The most common way to use Google Charts is with simple JavaScript that you embed in your web page. You load some Google Chart libraries, list the data to be charted, select options to customize your chart, and finally create a chart object with an id that you choose. Then, later in the web page, you create a div with that id to display the Google Chart. That's all you need to get started.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/GoogleCharts-290x174.png,,,,,,,,,,,,,,,,
GOOGLE EARTH,#NAME?,http://www.google.co.uk/intl/en_uk/earth/index.html,"Google Earth provides a 3D interface view of the globe, letting you pan and zoom to explore the Earth. The real power of these tools from a visualisation sense comes particularly through the features of accompanying APIs (eg. Google Maps API and Google Visualization AP) and through the process of combining KML data, which enables you to overlay your own visual data onto the foundation 2D or 3D mapped views.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/GoogleEarth-290x174.png,,,,,,,,,,,,,,,,
GOOGLE MAPS API,#NAME?,https://developers.google.com/maps/,"Build highly customisable maps with your own content and imagery. Create rich applications and stunning visualisations of your data, leveraging the comprehensiveness, accuracy, and usability of Google Maps and a modern web platform that scales as you grow.In only a few lines of JavaScript code, build and style a map to call your own. With plenty of Google libraries and services at your disposal (including Geocoding, Directions, Street View and more) your imagination is truly the limit.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/GoogleMaps-290x174.png,,,,,,,,,,,,,,,,
GOOGLE SHEETS,#NAME?,http://www.google.co.uk/sheets/about/,Google Sheets offers many useful capabilities but two key functions in particular help you import/scrape data tables from websites: ImportHTML and ImportXML.,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/GoogleSheets-290x174.png,,,,,,,,,,,,,,,,
GRAPHCLICK,#NAME?,http://www.arizona-software.ch/graphclick/,"GraphClick is a graph digitizer software which allows to automatically retrieve the original (x,y)-data from the image of a scanned graph or from a QuickTime movie. You have the picture of a graph but not the corresponding data? You want to retrieve the trajectory of an object from a QuickTime movie? GraphClick is then simply the best way to solve the problem! You just have to click on the image and the obtained coordinates of the points can be directly exported into any other application.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/GraphClick-290x174.png,,,,,,,,,,,,,,,,
GRAPHEUR,#NAME?,http://grapheur.com/,"Grapheur is a reactive Business Intelligence tool integrating data mining, modelling, multi-variate analysis and interactive visualisation into an end-to-end discovery and continuous innovation process powered by creativity and curiosity.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Grapheur-290x174.png,,,,,,,,,,,,,,,,
GRAPHVIZ,#NAME?,http://www.graphviz.org,"Graphviz is open source graph visualization software. Graph visualization is a way of representing structural information as diagrams of abstract graphs and networks. It has important applications in networking, bioinformatics,  software engineering, database and web design, machine learning, and in visual interfaces for other technical domains.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/GraphViz-290x174.png,,,,,,,,,,,,,,,,
HCL COLORPICKER,#NAME?,http://tristen.ca/hcl-picker/#/clh/7/0/000000/000000,"HCL Colorpicker lets you pick hue, chroma and lightness for data. Built off Gregor Aisch's demo and color conversion library chroma.js.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/HCL-290x174.png,,,,,,,,,,,,,,,,
HCL WIZARD,#NAME?,http://hclwizard.org/,"This site provides some information what the Hue-Chroma-Luminance (HCL) color space is, where the problems of the RGB color space are and how to use the HCL space for your personal work. Furthermore there is an online interface where you can create your own color palettes and directly use them for your current projects if you like.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/HCLWizard-290x174.png,,,,,,,,,,,,,,,,
HEATMAP.JS,#NAME?,http://www.patrick-wied.at/static/heatmapjs/,"This JavaScript library will help you make your 3 dimensional data speak up. Use heatmap.js v2.0 to add new value to your project, build a business based on it, study and visualize user behaviour, and much more. Whether you want to have an aggregated overview of your users behaviour, or look at thousands of events distributed on a map...",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/Heatmap-290x174.png,,,,,,,,,,,,,,,,
HIGHCHARTS JS,#NAME?,http://www.highcharts.com/,"Highcharts is a charting library written in pure HTML5/JavaScript, offering intuitive, interactive charts to your web site or web application. Highcharts currently supports line, spline, area, areaspline, column, bar, pie, scatter, angular gauges, arearange, areasplinerange, columnrange, bubble, box plot, error bars, funnel, waterfall and polar chart types.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Highcharts-290x174.png,,,,,,,,,,,,,,,,
HTML COLOR PICKER,#NAME?,http://imagecolorpicker.com/,"HTML color picker allows you to extract the precise colour code for a given pixel in a selected image (either uploaded or via URL). You will return the HEX value, RGB value and HSV value. Works just like the Photoshop eyedropper, but within your browser.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/htmlcolorpicker-290x174.png,,,,,,,,,,,,,,,,
HTML5,#NAME?,http://dev.w3.org/html5/spec/,"HTML5 is the latest revision of HTML that introduces a host of important elements and attributes that improve the overall web experience and enhance its importance alongside other visualisation programming languages. The canvas element, in particular, can be used for rendering graphics and visuals on the fly without the need for plug-ins which opens up many new possibilities. Whilst it is not a perfect replacement for Flash, to create cross-platform/multi-device projects, HTML5 (alongside CSS3 and Javascript) is becoming an increasingly important part of the developer's toolkit.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/HTML5-290x174.png,,,,,,,,,,,,,,,,
HTMLWIDGETS FOR R,#NAME?,http://www.htmlwidgets.org/index.html,HTML widgets work just like R plots except they produce interactive web visualizations. A line or two of R code is all it takes to produce a D3 graphic or Leaflet map. HTML widgets can be used at the R console as well as embedded in R Markdown reports and Shiny web applications. In addition to the widgets featured below you may also want to check out the htmlwidgets gallery.,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/HTMLWidgets-290x168.png,,,,,,,,,,,,,,,,
I WANT HUE,#NAME?,http://tools.medialab.sciences-po.fr/iwanthue/,Colors for data scientists. Generate and refine palettes of optimally distinct colors.,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/iwanthue-290x174.png,,,,,,,,,,,,,,,,
ICHARTS,#NAME?,http://www.icharts.net/,"Create your visualization from Excel, Google docs, Surveys and large data sets. You can also create visualizations by connecting to a live database via the iCharts Analytics API. Create highly customized visualizations with our self service, intuitive, drag and drop Turbo Visualizer. All charts are fully interactive with data pop-ups, show/hide series, zoom & pan. Over 200 design options to customize every visual aspect of your chart. Include rich commenting and images. Multi language support.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/iCharts-290x183.png,,,,,,,,,,,,,,,,
IMAGEPLOT,#NAME?,http://lab.softwarestudies.com/p/imageplot.html,"ImagePlot is a free software tool that visualizes collections of images and video of any size. It is implemented as a macro which works with the open source image processing program ImageJ. Existing visualization tools show data as points, lines, and bars. ImagePlot's visualizations shows the actual images in your collection. The images can be scaled to any size and organized in any order - according to their dates, content, visual characteristics, etc. Because digital video is just a set of individual still images, you can also use ImagePlot to explore patterns in films, animations, video games, and any other moving image data.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/ImagePlot-290x174.png,,,,,,,,,,,,,,,,
IMPORT.IO,#NAME?,http://import.io/,"Import.io makes gathering data from the web as easy as copy & paste. Whether you're a programmer, analyst, or just want to be informed, we make it simple to extract the data you need.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Import-290x174.png,,,,,,,,,,,,,,,,
IN-SPIRE,#NAME?,http://in-spire.pnnl.gov/,IN-SPIRE analyzes a multitude of text files and determines key topics or themes in each to create a signature for each document in the collection. IN-SPIRE's two main visualizations display representations of the documents in which those with similar or related topics appear closer together. The Galaxy visualization uses the metaphor of the stars in the night sky with each star representing an individual document. The ThemeView™ visualization uses a 3-dimensional terrain map display to provide a high-level overview of the data.,http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/InSpire-290x174.png,,,,,,,,,,,,,,,,
INDIEMAPPER,#NAME?,http://indiemapper.com/,"Indiemapper describes itself as a smarter, easier, more elegant way to make thematic maps from digital data, closing the gap between data and map by taking a visual approach to map-making. It is a web-based app that loads geo-data, allows custom control over mapmaking, and exports static maps in vector and raster formats. With Indiemapper you have the tools you need to make beautiful thematic maps without overwhelming you with hundreds of obscure GIS functions, with nothing being any more than 2 clicks away to keep mapmaking simple, fast, and fun.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/IndieMapper-290x174.png,,,,,,,,,,,,,,,,
INFOCAPTOR,#NAME?,http://www.infocaptor.com/,"Browser-based analytics that even a 6 year old can use. Examine data from different angles and get the ""Aha moment!"" It is like watching a grainy picture of your business come into focus",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2015/05/Infocaptor-290x174.png,,,,,,,,,,,,,,,,
INFOGRAM,#NAME?,http://infogr.am/,"Infogram let's you illustrate your data, offering more than 30 chart types from bubble charts and treemaps to simple pie charts to create infographic images.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Infogram-290x174.png,,,,,,,,,,,,,,,,
INFOGRAPHICS PRESENCE,#NAME?,http://instantinfographicspresence.com/,"Create your infographics with our 100% Live editor. The unique technology driving our infographics creator means no need to refresh, preview or reload. You see the changes you make to your content and layout live on the page. Choose from a variety of built-in infographics elements and create your infographics the easy way. With our infographics creator the sky is the limit. From the get-go, we built Infographics Presence with high-resolution graphical elements so that you can create beautiful infographics that attract viewers.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/09/presence-290x174.png,,,,,,,,,,,,,,,,
INFOMOUS,#NAME?,http://www.infomous.com/#tab=news/world,"Infomous clouds are easy to create and share: select the topics or content that interests you, adjust the words and colors to your liking, then save it to your favorites or add it to any site with a simple embed. Infomous is free, an enterprise version is available for larger sites.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Infomous-290x174.png,,,,,,,,,,,,,,,,
INFOVIS TOOLKIT,#NAME?,http://thejit.org/,"The JavaScript InfoVis Toolkit, created by Nicolas Garcia Belmonte, provides a comprehensive range of tools for creating Interactive Data Visualizations for the Web.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/JavaScriptInfoVis-290x174.png,,,,,,,,,,,,,,,,
INKSCAPE,#NAME?,http://inkscape.org/,"For those unable to find the budget for the latest version of Illustrator, Inkscape is an outstanding alternative. It is an Open Source vector graphics editor, with capabilities similar to Illustrator, CorelDraw, or Xara X, using the W3C standard Scalable Vector Graphics (SVG) file format. The ongoing progression of Inkscape’s advanced features, streamlined interface and its thriving user and developer community makes it a perfect companion tool.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Inkscape-290x174.png,,,,,,,,,,,,,,,,
INSTANTATLAS,#NAME?,http://www.instantatlas.com/index.xhtml,"InstantAtlas is premium data presentation software for location-based statistical data enabling information analysts and researchers to create highly-interactive dynamic and profile reports that combine statistics and map data to improve data visualization, enhance communication, and engage people in more informed decision making. With a range of products, features and reporting options it represents a powerful option for this particular type of visualisation challenge.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/InstantAtlas-290x174.png,,,,,,,,,,,,,,,,
INTRO.JS,#NAME?,http://usablica.github.io/intro.js/,"Simply put, Intro.js offers a simple way to create better introductions for websites and features with a step-by-step guide for your projects. Very useful for interactive, web-based visualisation projects.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/Intro-290x174.png,,,,,,,,,,,,,,,,
INZIGHT,#NAME?,https://www.stat.auckland.ac.nz/~wild/iNZight/index.php,"iNZight was initially designed for New Zealand high schools, allowing students to quickly and easily explore data and understand some statistical ideas (using the companion program VIT). However, iNZight now extends to multivariable graphics, time series, and generalised linear modelling (including modelling of data from complex surveys). Finally, iNZight is FREE!! That means you can download and use it however you want, for whatever you want. There are absolutely no restrictions. You can download for yourself or redistribute it. You can even modify it if you are so inclined! However, it is important to note that iNZight comes with absolutely no warranty.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2016/06/iNZight-290x173.png,,,,,,,,,,,,,,,,
ISOMATIC,#NAME?,http://isomatic.de/#home,"Tired of creating isotype graphics manually? isomatic does all the heavy lifting for you and still leaves you with the opportunity to customize the graphic in your favorite vector graphics editor like Adobe Illustrator. You start by importing your data via copy'n'paste from a spreadsheet application, like Excel or Numbers. isomatic gives you the choice between several isotype layouts. A broad library contains many custom designed icons and many options to layout and design the graphic. If you seek help, the interactive tour will guide you throughout the whole process.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2015/05/Isomatic-290x174.png,,,,,,,,,,,,,,,,
JAVASCRIPT CHARTS,#NAME?,http://www.amcharts.com/javascript-charts/,"We offer JavaScript/HTML5 charts for most of your needs. The set includes serial (column, bar, line, area, step line, step without risers, smoothed line, candlestick and OHLC graphs), pie/donut, radar/polar, y/scatter/bubble, Funnel/Pyramid charts and Angular Gauges. Our charts offer unmatched functionality and performance in a modern, standards compliant package. Our JS charting library is responsive and supported by touch/mobile devices.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2015/05/JavascriptChart-290x174.png,,,,,,,,,,,,,,,,
JFLOWMAP,#NAME?,https://code.google.com/p/jflowmap/,"JFlowMap is a research prototype developed at the University of Fribourg in which we experiment with various visualization techniques for spatial interactions, i.e. interactions between pairs of geographic locations. These can be migrations, movement of goods and people, network traffic, or any kind of entities ""flowing"" between locations. Spatial interactions are often represented as origin-destination data, meaning that only the origins, the destinations and the magnitudes of the flows are known, but not the exact flow routes.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/JFlowMap-290x174.png,,,,,,,,,,,,,,,,
JMP,#NAME?,http://www.jmp.com/uk/index.shtml,"This visual discovery software from SAS sets itself apart by linking robust statistics with graphics on the desktop, producing visual representations of data that reveal context and insight impossible to see in a table of numbers. JMP allows you to be more efficient, tackle difficult statistical problems and bring your data analysis to a whole new level. Data and information visualisation, design of experiments, and statistical modeling techniques from simple to advanced are all within your grasp with this powerful platform. And when you make JMP your analytic hub, you can work with your other favorite tools: SAS, Microsoft Excel and R.",http://visualisingdatazone.visualisingdatal.netdna-cdn.com/wp-content/uploads/2014/08/jmp-290x174.jpg,,,,,,,,,,,,,,,,
